n,k,edge_prob,pca_count,dolev_count,attempts
100,3,0.01,0,0,100
100,3,0.02,0,0,100
100,3,0.03,0,0,100
100,3,0.04,0,0,100
100,3,0.05,0,0,100
100,3,0.06,0,0,100
100,3,0.07,0,7,100
100,3,0.08,0,29,100
100,3,0.09,0,65,100
100,3,0.10,0,85,100
100,3,0.11,10,91,100
100,3,0.12,22,96,100
100,3,0.13,58,100,100
100,3,0.14,86,98,100
100,3,0.15,96,100,100
